6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,6,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,6,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8
